#  L TT            EE            BB            TE            PP            PT            PE           
1824 3.2529981e+02 8.4582431e+00 5.4926449e-02 -6.0353456e+00 1.5452007e-09 7.5449283e-07 -5.5023594e-08
1825 3.2411239e+02 8.4925002e+00 5.4861308e-02 -5.9420804e+00 1.5431480e-09 7.5462424e-07 -5.6124834e-08
1826 3.2292305e+02 8.5274492e+00 5.4796008e-02 -5.8528620e+00 1.5410988e-09 7.5428588e-07 -5.7201657e-08
1827 3.2173241e+02 8.5628765e+00 5.4730554e-02 -5.7676815e+00 1.5390526e-09 7.5348716e-07 -5.8253180e-08
1828 3.2054107e+02 8.5988657e+00 5.4664951e-02 -5.6865454e+00 1.5370099e-09 7.5223818e-07 -5.9278577e-08
1829 3.1934966e+02 8.6354261e+00 5.4599204e-02 -5.6094684e+00 1.5349701e-09 7.5054843e-07 -6.0276971e-08
1830 3.1815729e+02 8.6724929e+00 5.4533316e-02 -5.5364587e+00 1.5329339e-09 7.4842784e-07 -6.1247521e-08
1831 3.1696607e+02 8.7100014e+00 5.4467293e-02 -5.4675101e+00 1.5309005e-09 7.4588591e-07 -6.2189351e-08
1832 3.1577513e+02 8.7479609e+00 5.4401139e-02 -5.4026248e+00 1.5288704e-09 7.4293273e-07 -6.3101635e-08
1833 3.1458509e+02 8.7863070e+00 5.4334859e-02 -5.3418057e+00 1.5268434e-09 7.3957781e-07 -6.3983496e-08
1834 3.1339580e+02 8.8251235e+00 5.4268458e-02 -5.2850415e+00 1.5248200e-09 7.3583106e-07 -6.4834094e-08
1835 3.1220789e+02 8.8642716e+00 5.4201940e-02 -5.2323368e+00 1.5227993e-09 7.3170199e-07 -6.5652550e-08
1836 3.1102198e+02 8.9037611e+00 5.4135310e-02 -5.1836816e+00 1.5207822e-09 7.2720069e-07 -6.6438041e-08
1837 3.0983720e+02 8.9436017e+00 5.4068572e-02 -5.1390820e+00 1.5187679e-09 7.2233667e-07 -6.7189689e-08
1838 3.0865490e+02 8.9837290e+00 5.4001732e-02 -5.0985297e+00 1.5167571e-09 7.1711983e-07 -6.7906653e-08
1839 3.0747423e+02 9.0241529e+00 5.3934795e-02 -5.0620171e+00 1.5147495e-09 7.1155987e-07 -6.8588071e-08
1840 3.0629653e+02 9.0648090e+00 5.3867764e-02 -5.0295228e+00 1.5127446e-09 7.0566635e-07 -6.9233072e-08
1841 3.0512170e+02 9.1057072e+00 5.3800644e-02 -5.0010332e+00 1.5107433e-09 6.9944938e-07 -6.9840834e-08
1842 3.0394960e+02 9.1467089e+00 5.3733442e-02 -4.9765281e+00 1.5087447e-09 6.9291845e-07 -7.0410476e-08
1843 3.0278160e+02 9.1879726e+00 5.3666160e-02 -4.9559957e+00 1.5067496e-09 6.8608349e-07 -7.0941160e-08
1844 3.0161685e+02 9.2293596e+00 5.3598805e-02 -4.9394246e+00 1.5047573e-09 6.7895400e-07 -7.1432006e-08
1845 3.0045596e+02 9.2708057e+00 5.3531381e-02 -4.9267895e+00 1.5027684e-09 6.7154007e-07 -7.1882193e-08
1846 2.9929955e+02 9.3123951e+00 5.3463893e-02 -4.9180804e+00 1.5007822e-09 6.6385120e-07 -7.2290840e-08
1847 2.9814826e+02 9.3540635e+00 5.3396346e-02 -4.9132734e+00 1.4987996e-09 6.5589731e-07 -7.2657110e-08
1848 2.9700048e+02 9.3957465e+00 5.3328745e-02 -4.9123378e+00 1.4968196e-09 6.4768792e-07 -7.2980121e-08
1849 2.9585832e+02 9.4374540e+00 5.3261094e-02 -4.9152584e+00 1.4948431e-09 6.3923309e-07 -7.3259053e-08
1850 2.9472094e+02 9.4791217e+00 5.3193400e-02 -4.9220058e+00 1.4928693e-09 6.3054235e-07 -7.3493026e-08
1851 2.9358895e+02 9.5207598e+00 5.3125666e-02 -4.9325745e+00 1.4908990e-09 6.2162809e-07 -7.3681670e-08
1852 2.9246297e+02 9.5623055e+00 5.3057897e-02 -4.9469323e+00 1.4889313e-09 6.1251228e-07 -7.3826456e-08
1853 2.9134212e+02 9.6038448e+00 5.2990100e-02 -4.9650489e+00 1.4869671e-09 6.0321991e-07 -7.3929382e-08
1854 2.9022777e+02 9.6451665e+00 5.2922279e-02 -4.9868869e+00 1.4850059e-09 5.9377549e-07 -7.3992396e-08
1855 2.8911978e+02 9.6864309e+00 5.2854438e-02 -5.0123947e+00 1.4830474e-09 5.8420364e-07 -7.4017453e-08
1856 2.8801877e+02 9.7275011e+00 5.2786584e-02 -5.0415512e+00 1.4810923e-09 5.7452920e-07 -7.4006537e-08
1857 2.8692387e+02 9.7684629e+00 5.2718721e-02 -5.0743135e+00 1.4791398e-09 5.6477662e-07 -7.3961584e-08
1858 2.8583644e+02 9.8091793e+00 5.2650855e-02 -5.1106395e+00 1.4771908e-09 5.5497087e-07 -7.3884595e-08
1859 2.8475561e+02 9.8496617e+00 5.2582990e-02 -5.1504950e+00 1.4752444e-09 5.4513642e-07 -7.3777508e-08
1860 2.8368350e+02 9.8899216e+00 5.2515132e-02 -5.1938389e+00 1.4733014e-09 5.3529809e-07 -7.3642305e-08
1861 2.8261774e+02 9.9299702e+00 5.2447286e-02 -5.2406236e+00 1.4713614e-09 5.2548049e-07 -7.3480943e-08
1862 2.8156045e+02 9.9696702e+00 5.2379457e-02 -5.2908018e+00 1.4694240e-09 5.1570818e-07 -7.3295367e-08
1863 2.8051151e+02 1.0009107e+01 5.2311651e-02 -5.3443417e+00 1.4674900e-09 5.0600609e-07 -7.3087579e-08
1864 2.7947081e+02 1.0048292e+01 5.2243873e-02 -5.4011973e+00 1.4655586e-09 4.9639872e-07 -7.2859515e-08
1865 2.7843822e+02 1.0087013e+01 5.2176127e-02 -5.4613230e+00 1.4636306e-09 4.8691087e-07 -7.2613159e-08
1866 2.7741364e+02 1.0125430e+01 5.2108420e-02 -5.5246740e+00 1.4617055e-09 4.7756715e-07 -7.2350467e-08
1867 2.7639843e+02 1.0163479e+01 5.2040756e-02 -5.5912058e+00 1.4597830e-09 4.6839215e-07 -7.2073384e-08
1868 2.7539249e+02 1.0201097e+01 5.1973140e-02 -5.6608523e+00 1.4578639e-09 4.5941076e-07 -7.1783912e-08
1869 2.7439497e+02 1.0238294e+01 5.1905579e-02 -5.7335702e+00 1.4559474e-09 4.5064749e-07 -7.1483987e-08
1870 2.7340723e+02 1.0275081e+01 5.1838077e-02 -5.8093018e+00 1.4540342e-09 4.4212715e-07 -7.1175593e-08
1871 2.7242917e+02 1.0311394e+01 5.1770638e-02 -5.8879900e+00 1.4521235e-09 4.3387424e-07 -7.0860668e-08
1872 2.7145995e+02 1.0347243e+01 5.1703269e-02 -5.9695855e+00 1.4502162e-09 4.2591367e-07 -7.0541211e-08
1873 2.7050095e+02 1.0382639e+01 5.1635975e-02 -6.0540321e+00 1.4483118e-09 4.1827000e-07 -7.0219169e-08
1874 2.6955132e+02 1.0417443e+01 5.1568760e-02 -6.1412741e+00 1.4464100e-09 4.1096787e-07 -6.9896498e-08
1875 2.6861244e+02 1.0451739e+01 5.1501630e-02 -6.2312415e+00 1.4445114e-09 4.0403206e-07 -6.9575180e-08
1876 2.6768349e+02 1.0485463e+01 5.1434589e-02 -6.3238795e+00 1.4426158e-09 3.9748720e-07 -6.9257171e-08
1877 2.6676509e+02 1.0518699e+01 5.1367643e-02 -6.4191264e+00 1.4407227e-09 3.9135787e-07 -6.8944420e-08
1878 2.6585716e+02 1.0551308e+01 5.1300796e-02 -6.5169208e+00 1.4388329e-09 3.8566895e-07 -6.8638923e-08
1879 2.6495960e+02 1.0583300e+01 5.1234054e-02 -6.6172018e+00 1.4369456e-09 3.8044497e-07 -6.8342620e-08
1880 2.6407232e+02 1.0614758e+01 5.1167421e-02 -6.7199091e+00 1.4350616e-09 3.7571071e-07 -6.8057493e-08
1881 2.6319672e+02 1.0645468e+01 5.1100901e-02 -6.8249825e+00 1.4331804e-09 3.7149081e-07 -6.7785498e-08
1882 2.6233196e+02 1.0675588e+01 5.1034500e-02 -6.9323550e+00 1.4313018e-09 3.6780985e-07 -6.7528583e-08
1883 2.6147796e+02 1.0705052e+01 5.0968223e-02 -7.0419599e+00 1.4294264e-09 3.6469269e-07 -6.7288745e-08
1884 2.6063464e+02 1.0733871e+01 5.0902072e-02 -7.1537458e+00 1.4275539e-09 3.6216392e-07 -6.7067932e-08
1885 2.5980265e+02 1.0761903e+01 5.0836054e-02 -7.2676540e+00 1.4256839e-09 3.6024819e-07 -6.6868102e-08
1886 2.5898267e+02 1.0789231e+01 5.0770172e-02 -7.3836042e+00 1.4238170e-09 3.5897025e-07 -6.6691234e-08
1887 2.5817312e+02 1.0815864e+01 5.0704430e-02 -7.5015534e+00 1.4219527e-09 3.5835467e-07 -6.6539270e-08
1888 2.5737541e+02 1.0841735e+01 5.0638833e-02 -7.6214145e+00 1.4200916e-09 3.5842629e-07 -6.6414204e-08
1889 2.5658874e+02 1.0866853e+01 5.0573385e-02 -7.7431154e+00 1.4182333e-09 3.5920970e-07 -6.6317987e-08
1890 2.5581376e+02 1.0891226e+01 5.0508089e-02 -7.8665843e+00 1.4163775e-09 3.6072954e-07 -6.6252575e-08
1891 2.5505041e+02 1.0914787e+01 5.0442950e-02 -7.9917500e+00 1.4145249e-09 3.6301059e-07 -6.6219948e-08
1892 2.5429938e+02 1.0937543e+01 5.0377971e-02 -8.1185264e+00 1.4126750e-09 3.6607747e-07 -6.6222063e-08
1893 2.5355984e+02 1.0959502e+01 5.0313156e-02 -8.2468502e+00 1.4108277e-09 3.6995478e-07 -6.6260868e-08
1894 2.5283174e+02 1.0980672e+01 5.0248509e-02 -8.3766507e+00 1.4089835e-09 3.7466737e-07 -6.6338359e-08
1895 2.5211576e+02 1.1001059e+01 5.0184032e-02 -8.5078428e+00 1.4071420e-09 3.8023984e-07 -6.6456486e-08
1896 2.5141184e+02 1.1020596e+01 5.0119729e-02 -8.6403639e+00 1.4053031e-09 3.8669683e-07 -6.6617205e-08
1897 2.5071993e+02 1.1039289e+01 5.0055604e-02 -8.7741514e+00 1.4034673e-09 3.9406309e-07 -6.6822496e-08
1898 2.5003998e+02 1.1057072e+01 4.9991659e-02 -8.9091359e+00 1.4016342e-09 4.0236328e-07 -6.7074316e-08
1899 2.4937193e+02 1.1074025e+01 4.9927898e-02 -9.0452479e+00 1.3998036e-09 4.1162196e-07 -6.7374613e-08
1900 2.4871648e+02 1.1090079e+01 4.9864323e-02 -9.1824107e+00 1.3979761e-09 4.2186401e-07 -6.7725384e-08
1901 2.4807210e+02 1.1105241e+01 4.9800937e-02 -9.3205638e+00 1.3961513e-09 4.3310144e-07 -6.8127847e-08
1902 2.4744023e+02 1.1119443e+01 4.9737743e-02 -9.4596368e+00 1.3943290e-09 4.4529589e-07 -6.8580311e-08
1903 2.4682010e+02 1.1132840e+01 4.9674743e-02 -9.5995383e+00 1.3925098e-09 4.5839661e-07 -6.9080378e-08
1904 2.4621242e+02 1.1145214e+01 4.9611940e-02 -9.7403033e+00 1.3906933e-09 4.7235268e-07 -6.9625626e-08
1905 2.4561641e+02 1.1156720e+01 4.9549336e-02 -9.8817069e+00 1.3888792e-09 4.8711310e-07 -7.0213625e-08
1906 2.4503278e+02 1.1167290e+01 4.9486934e-02 -1.0023784e+01 1.3870682e-09 5.0262725e-07 -7.0841994e-08
1907 2.4446077e+02 1.1176929e+01 4.9424735e-02 -1.0166497e+01 1.3852599e-09 5.1884412e-07 -7.1508304e-08
1908 2.4390035e+02 1.1185642e+01 4.9362741e-02 -1.0309656e+01 1.3834543e-09 5.3571287e-07 -7.2210140e-08
1909 2.4335298e+02 1.1193434e+01 4.9300955e-02 -1.0453299e+01 1.3816512e-09 5.5318253e-07 -7.2945080e-08
1910 2.4281717e+02 1.1200236e+01 4.9239378e-02 -1.0597385e+01 1.3798510e-09 5.7120239e-07 -7.3710728e-08
1911 2.4229289e+02 1.1206053e+01 4.9178012e-02 -1.0741729e+01 1.3780536e-09 5.8972150e-07 -7.4504662e-08
1912 2.4178087e+02 1.1210963e+01 4.9116859e-02 -1.0886291e+01 1.3762586e-09 6.0868885e-07 -7.5324450e-08
1913 2.4128037e+02 1.1214896e+01 4.9055921e-02 -1.1031106e+01 1.3744666e-09 6.2805386e-07 -7.6167713e-08
1914 2.4079136e+02 1.1217857e+01 4.8995198e-02 -1.1175987e+01 1.3726772e-09 6.4776551e-07 -7.7032021e-08
1915 2.4031460e+02 1.1219850e+01 4.8934693e-02 -1.1320971e+01 1.3708903e-09 6.6777285e-07 -7.7914951e-08
1916 2.3984932e+02 1.1220804e+01 4.8874406e-02 -1.1465943e+01 1.3691063e-09 6.8802518e-07 -7.8814107e-08
1917 2.3939553e+02 1.1220871e+01 4.8814340e-02 -1.1610791e+01 1.3673250e-09 7.0847154e-07 -7.9727067e-08
1918 2.3895323e+02 1.1219906e+01 4.8754494e-02 -1.1755550e+01 1.3655464e-09 7.2906107e-07 -8.0651417e-08
1919 2.3852316e+02 1.1218061e+01 4.8694871e-02 -1.1900032e+01 1.3637701e-09 7.4974272e-07 -8.1584723e-08
1920 2.3810385e+02 1.1215190e+01 4.8635471e-02 -1.2044273e+01 1.3619969e-09 7.7046597e-07 -8.2524612e-08
1921 2.3769605e+02 1.1211371e+01 4.8576296e-02 -1.2188159e+01 1.3602262e-09 7.9117977e-07 -8.3468650e-08
1922 2.3729975e+02 1.1206532e+01 4.8517346e-02 -1.2331651e+01 1.3584583e-09 8.1183327e-07 -8.4414423e-08
1923 2.3691424e+02 1.1200824e+01 4.8458623e-02 -1.2474635e+01 1.3566926e-09 8.3237549e-07 -8.5359509e-08
1924 2.3654101e+02 1.1194174e+01 4.8400126e-02 -1.2617071e+01 1.3549299e-09 8.5275576e-07 -8.6301512e-08
1925 2.3617785e+02 1.1186511e+01 4.8341858e-02 -1.2758919e+01 1.3531698e-09 8.7292311e-07 -8.7238010e-08
1926 2.3582552e+02 1.1177911e+01 4.8283818e-02 -1.2900140e+01 1.3514121e-09 8.9282646e-07 -8.8166568e-08
1927 2.3548478e+02 1.1168375e+01 4.8226008e-02 -1.3040545e+01 1.3496573e-09 9.1241536e-07 -8.9084815e-08
1928 2.3515418e+02 1.1157906e+01 4.8168427e-02 -1.3180241e+01 1.3479051e-09 9.3163874e-07 -8.9990315e-08
1929 2.3483446e+02 1.1146429e+01 4.8111077e-02 -1.3319040e+01 1.3461555e-09 9.5044573e-07 -9.0880656e-08
1930 2.3452567e+02 1.1134021e+01 4.8053959e-02 -1.3456900e+01 1.3444082e-09 9.6878534e-07 -9.1753412e-08
1931 2.3422709e+02 1.1120682e+01 4.7997071e-02 -1.3593781e+01 1.3426639e-09 9.8660694e-07 -9.2606192e-08
1932 2.3393799e+02 1.1106488e+01 4.7940416e-02 -1.3729641e+01 1.3409221e-09 1.0038595e-06 -9.3436572e-08
1933 2.3365991e+02 1.1091290e+01 4.7883994e-02 -1.3864439e+01 1.3391829e-09 1.0204923e-06 -9.4242138e-08
1934 2.3339138e+02 1.1075163e+01 4.7827804e-02 -1.3998057e+01 1.3374460e-09 1.0364540e-06 -9.5020453e-08
1935 2.3313318e+02 1.1058107e+01 4.7771847e-02 -1.4130454e+01 1.3357120e-09 1.0516944e-06 -9.5769150e-08
1936 2.3288461e+02 1.1040122e+01 4.7716123e-02 -1.4261587e+01 1.3339806e-09 1.0661623e-06 -9.6485792e-08
1937 2.3264570e+02 1.1021282e+01 4.7660633e-02 -1.4391340e+01 1.3322517e-09 1.0798069e-06 -9.7167966e-08
1938 2.3241649e+02 1.1001513e+01 4.7605376e-02 -1.4519742e+01 1.3305251e-09 1.0925772e-06 -9.7813246e-08
1939 2.3219628e+02 1.0980889e+01 4.7550353e-02 -1.4646676e+01 1.3288013e-09 1.1044225e-06 -9.8419242e-08
1940 2.3198511e+02 1.0959333e+01 4.7495563e-02 -1.4772172e+01 1.3270801e-09 1.1152919e-06 -9.8983529e-08
1941 2.3178302e+02 1.0936920e+01 4.7441007e-02 -1.4896112e+01 1.3253615e-09 1.1251344e-06 -9.9503693e-08
1942 2.3159006e+02 1.0913649e+01 4.7386684e-02 -1.5018377e+01 1.3236454e-09 1.1338993e-06 -9.9977322e-08
1943 2.3140628e+02 1.0889518e+01 4.7332594e-02 -1.5139071e+01 1.3219315e-09 1.1415354e-06 -1.0040198e-07
1944 2.3123023e+02 1.0864526e+01 4.7278738e-02 -1.5257998e+01 1.3202205e-09 1.1479923e-06 -1.0077529e-07
1945 2.3106270e+02 1.0838670e+01 4.7225114e-02 -1.5375188e+01 1.3185120e-09 1.1532189e-06 -1.0109483e-07
1946 2.3090375e+02 1.0811951e+01 4.7171722e-02 -1.5490520e+01 1.3168060e-09 1.1571644e-06 -1.0135818e-07
1947 2.3075268e+02 1.0784438e+01 4.7118562e-02 -1.5604022e+01 1.3151022e-09 1.1597778e-06 -1.0156291e-07
1948 2.3060955e+02 1.0756058e+01 4.7065633e-02 -1.5715572e+01 1.3134013e-09 1.1610084e-06 -1.0170664e-07
1949 2.3047367e+02 1.0726880e+01 4.7012935e-02 -1.5825123e+01 1.3117029e-09 1.1608052e-06 -1.0178694e-07
1950 2.3034508e+02 1.0696829e+01 4.6960466e-02 -1.5932701e+01 1.3100069e-09 1.1591175e-06 -1.0180139e-07
1951 2.3022459e+02 1.0665976e+01 4.6908226e-02 -1.6038184e+01 1.3083135e-09 1.1559132e-06 -1.0174836e-07
1952 2.3011080e+02 1.0634317e+01 4.6856215e-02 -1.6141525e+01 1.3066222e-09 1.1512359e-06 -1.0162926e-07
1953 2.3000377e+02 1.0601923e+01 4.6804431e-02 -1.6242754e+01 1.3049337e-09 1.1451491e-06 -1.0144637e-07
1954 2.2990359e+02 1.0568789e+01 4.6752872e-02 -1.6341823e+01 1.3032477e-09 1.1377152e-06 -1.0120187e-07
1955 2.2981035e+02 1.0534835e+01 4.6701539e-02 -1.6438612e+01 1.3015642e-09 1.1289970e-06 -1.0089799e-07
1956 2.2972338e+02 1.0500133e+01 4.6650429e-02 -1.6533220e+01 1.2998832e-09 1.1190574e-06 -1.0053695e-07
1957 2.2964277e+02 1.0464752e+01 4.6599541e-02 -1.6625601e+01 1.2982043e-09 1.1079589e-06 -1.0012096e-07
1958 2.2956860e+02 1.0428685e+01 4.6548874e-02 -1.6715558e+01 1.2965282e-09 1.0957648e-06 -9.9652247e-08
1959 2.2950021e+02 1.0391930e+01 4.6498427e-02 -1.6803264e+01 1.2948545e-09 1.0825376e-06 -9.9133028e-08
1960 2.2943770e+02 1.0354406e+01 4.6448197e-02 -1.6888521e+01 1.2931833e-09 1.0683401e-06 -9.8565522e-08
1961 2.2938114e+02 1.0316256e+01 4.6398182e-02 -1.6971429e+01 1.2915146e-09 1.0532352e-06 -9.7951946e-08
1962 2.2932914e+02 1.0277475e+01 4.6348382e-02 -1.7051862e+01 1.2898483e-09 1.0372857e-06 -9.7294519e-08
1963 2.2928328e+02 1.0237983e+01 4.6298794e-02 -1.7129844e+01 1.2881841e-09 1.0205540e-06 -9.6595437e-08
1964 2.2924216e+02 1.0197850e+01 4.6249415e-02 -1.7205324e+01 1.2865227e-09 1.0031036e-06 -9.5856965e-08
1965 2.2920513e+02 1.0157068e+01 4.6200245e-02 -1.7278249e+01 1.2848637e-09 9.8499697e-07 -9.5081299e-08
1966 2.2917376e+02 1.0115707e+01 4.6151280e-02 -1.7348643e+01 1.2832071e-09 9.6629688e-07 -9.4270658e-08
1967 2.2914667e+02 1.0073687e+01 4.6102518e-02 -1.7416451e+01 1.2815529e-09 9.4706617e-07 -9.3427259e-08
1968 2.2912320e+02 1.0031149e+01 4.6053957e-02 -1.7481695e+01 1.2799012e-09 9.2736762e-07 -9.2553323e-08
1969 2.2910493e+02 9.9879401e+00 4.6005594e-02 -1.7544320e+01 1.2782515e-09 9.0726394e-07 -9.1651057e-08
1970 2.2908972e+02 9.9442756e+00 4.5957427e-02 -1.7604347e+01 1.2766046e-09 8.8681814e-07 -9.0722701e-08
1971 2.2907843e+02 9.9000753e+00 4.5909453e-02 -1.7661647e+01 1.2749601e-09 8.6609293e-07 -8.9770464e-08
1972 2.2907113e+02 9.8553327e+00 4.5861669e-02 -1.7716386e+01 1.2733180e-09 8.4515109e-07 -8.8796564e-08
1973 2.2906644e+02 9.8100413e+00 4.5814072e-02 -1.7768360e+01 1.2716782e-09 8.2405544e-07 -8.7803220e-08
1974 2.2906521e+02 9.7642687e+00 4.5766660e-02 -1.7817587e+01 1.2700409e-09 8.0286877e-07 -8.6792651e-08
1975 2.2906752e+02 9.7180084e+00 4.5719429e-02 -1.7864159e+01 1.2684056e-09 7.8165371e-07 -8.5767055e-08
1976 2.2907200e+02 9.6713278e+00 4.5672376e-02 -1.7907942e+01 1.2667730e-09 7.6047342e-07 -8.4728692e-08
1977 2.2907874e+02 9.6241458e+00 4.5625499e-02 -1.7948954e+01 1.2651428e-09 7.3939052e-07 -8.3679760e-08
1978 2.2908783e+02 9.5764555e+00 4.5578794e-02 -1.7987209e+01 1.2635150e-09 7.1846781e-07 -8.2622477e-08
1979 2.2909864e+02 9.5284727e+00 4.5532258e-02 -1.8022649e+01 1.2618895e-09 6.9776809e-07 -8.1559064e-08
1980 2.2911200e+02 9.4799676e+00 4.5485887e-02 -1.8055287e+01 1.2602664e-09 6.7735416e-07 -8.0491737e-08
1981 2.2912654e+02 9.4311559e+00 4.5439678e-02 -1.8085138e+01 1.2586456e-09 6.5728883e-07 -7.9422717e-08
1982 2.2914310e+02 9.3819561e+00 4.5393629e-02 -1.8112215e+01 1.2570269e-09 6.3763482e-07 -7.8354212e-08
1983 2.2916102e+02 9.3323610e+00 4.5347734e-02 -1.8136529e+01 1.2554108e-09 6.1845508e-07 -7.7288460e-08
1984 2.2917968e+02 9.2825120e+00 4.5301992e-02 -1.8158020e+01 1.2537971e-09 5.9981234e-07 -7.6227671e-08
1985 2.2919991e+02 9.2323272e+00 4.5256399e-02 -1.8176698e+01 1.2521857e-09 5.8176940e-07 -7.5174063e-08
1986 2.2922033e+02 9.1817995e+00 4.5210950e-02 -1.8192575e+01 1.2505767e-09 5.6438906e-07 -7.4129854e-08
1987 2.2924178e+02 9.1310699e+00 4.5165643e-02 -1.8205660e+01 1.2489699e-09 5.4773411e-07 -7.3097264e-08
1988 2.2926363e+02 9.0800566e+00 4.5120474e-02 -1.8215964e+01 1.2473655e-09 5.3186737e-07 -7.2078511e-08
1989 2.2928522e+02 9.0288264e+00 4.5075440e-02 -1.8223421e+01 1.2457634e-09 5.1685162e-07 -7.1075814e-08
1990 2.2930741e+02 8.9772975e+00 4.5030538e-02 -1.8228113e+01 1.2441634e-09 5.0274956e-07 -7.0091375e-08
1991 2.2932955e+02 8.9256108e+00 4.4985762e-02 -1.8229975e+01 1.2425659e-09 4.8962422e-07 -6.9127446e-08
1992 2.2935100e+02 8.8736844e+00 4.4941111e-02 -1.8229014e+01 1.2409707e-09 4.7753828e-07 -6.8186230e-08
1993 2.2937112e+02 8.8215850e+00 4.4896581e-02 -1.8225311e+01 1.2393779e-09 4.6655454e-07 -6.7269944e-08
1994 2.2939149e+02 8.7693791e+00 4.4852168e-02 -1.8218723e+01 1.2377873e-09 4.5673581e-07 -6.6380808e-08
1995 2.2940998e+02 8.7169847e+00 4.4807869e-02 -1.8209404e+01 1.2361990e-09 4.4814487e-07 -6.5521040e-08
1996 2.2942818e+02 8.6643941e+00 4.4763680e-02 -1.8197286e+01 1.2346130e-09 4.4084453e-07 -6.4692859e-08
1997 2.2944470e+02 8.6117481e+00 4.4719598e-02 -1.8182371e+01 1.2330293e-09 4.3489760e-07 -6.3898484e-08
1998 2.2945890e+02 8.5590389e+00 4.4675619e-02 -1.8164739e+01 1.2314478e-09 4.3036686e-07 -6.3140133e-08
1999 2.2947236e+02 8.5061844e+00 4.4631741e-02 -1.8144318e+01 1.2298684e-09 4.2731507e-07 -6.2420018e-08
2000 2.2948295e+02 8.4532512e+00 4.4587960e-02 -1.8121185e+01 1.2282915e-09 4.2580514e-07 -6.1740372e-08
2001 2.2949225e+02 8.4003054e+00 4.4544272e-02 -1.8095267e+01 1.2267168e-09 4.2587775e-07 -6.1102747e-08
2002 2.2949889e+02 8.3473380e+00 4.4500675e-02 -1.8066712e+01 1.2251444e-09 4.2748547e-07 -6.0506071e-08
2003 2.2950297e+02 8.2943396e+00 4.4457164e-02 -1.8035443e+01 1.2235743e-09 4.3055881e-07 -5.9948611e-08
2004 2.2950461e+02 8.2413009e+00 4.4413738e-02 -1.8001458e+01 1.2220064e-09 4.3502829e-07 -5.9428633e-08
2005 2.2950392e+02 8.1883612e+00 4.4370392e-02 -1.7964828e+01 1.2204408e-09 4.4082442e-07 -5.8944407e-08
2006 2.2950026e+02 8.1353624e+00 4.4327124e-02 -1.7925549e+01 1.2188774e-09 4.4787771e-07 -5.8494200e-08
2007 2.2949299e+02 8.0824440e+00 4.4283930e-02 -1.7883691e+01 1.2173162e-09 4.5611867e-07 -5.8076279e-08
2008 2.2948297e+02 8.0295966e+00 4.4240808e-02 -1.7839175e+01 1.2157573e-09 4.6547781e-07 -5.7688912e-08
2009 2.2946955e+02 7.9768109e+00 4.4197754e-02 -1.7792069e+01 1.2142006e-09 4.7588566e-07 -5.7330366e-08
2010 2.2945284e+02 7.9241520e+00 4.4154765e-02 -1.7742369e+01 1.2126459e-09 4.8727260e-07 -5.6998897e-08
2011 2.2943220e+02 7.8715363e+00 4.4111839e-02 -1.7690067e+01 1.2110936e-09 4.9956938e-07 -5.6692798e-08
2012 2.2940773e+02 7.8190289e+00 4.4068972e-02 -1.7635231e+01 1.2095436e-09 5.1270640e-07 -5.6410324e-08
2013 2.2937879e+02 7.7666207e+00 4.4026161e-02 -1.7577852e+01 1.2079958e-09 5.2661417e-07 -5.6149742e-08
2014 2.2934622e+02 7.7143768e+00 4.3983404e-02 -1.7517998e+01 1.2064502e-09 5.4122320e-07 -5.5909321e-08
2015 2.2930937e+02 7.6622881e+00 4.3940697e-02 -1.7455659e+01 1.2049068e-09 5.5646401e-07 -5.5687327e-08
2016 2.2926759e+02 7.6104199e+00 4.3898038e-02 -1.7390900e+01 1.2033656e-09 5.7226712e-07 -5.5482029e-08
2017 2.2922248e+02 7.5586888e+00 4.3855423e-02 -1.7323788e+01 1.2018266e-09 5.8856303e-07 -5.5291694e-08
2018 2.2917188e+02 7.5071602e+00 4.3812850e-02 -1.7254310e+01 1.2002897e-09 6.0528226e-07 -5.5114590e-08
2019 2.2911738e+02 7.4558996e+00 4.3770316e-02 -1.7182531e+01 1.1987551e-09 6.2235533e-07 -5.4948984e-08
2020 2.2905758e+02 7.4048236e+00 4.3727819e-02 -1.7108515e+01 1.1972227e-09 6.3971274e-07 -5.4793145e-08
2021 2.2899331e+02 7.3540723e+00 4.3685354e-02 -1.7032175e+01 1.1956924e-09 6.5728502e-07 -5.4645339e-08
2022 2.2892467e+02 7.3035179e+00 4.3642920e-02 -1.6953648e+01 1.1941644e-09 6.7500267e-07 -5.4503835e-08
2023 2.2885024e+02 7.2532782e+00 4.3600514e-02 -1.6872996e+01 1.1926385e-09 6.9279621e-07 -5.4366901e-08
2024 2.2877086e+02 7.2033297e+00 4.3558132e-02 -1.6790132e+01 1.1911147e-09 7.1059616e-07 -5.4232804e-08
2025 2.2868661e+02 7.1536788e+00 4.3515772e-02 -1.6705117e+01 1.1895932e-09 7.2833303e-07 -5.4099811e-08
2026 2.2859608e+02 7.1043468e+00 4.3473430e-02 -1.6618086e+01 1.1880735e-09 7.4593724e-07 -5.3966185e-08
2027 2.2850010e+02 7.0553403e+00 4.3431105e-02 -1.6528951e+01 1.1865562e-09 7.6333950e-07 -5.3830205e-08
2028 2.2839874e+02 7.0066733e+00 4.3388793e-02 -1.6437771e+01 1.1850411e-09 7.8047021e-07 -5.3690134e-08
