#  L TT            EE            BB            TE            PP            PT            PE           
 732 2.0926547e+03 3.2461051e+01 8.0547912e-02 -1.3117822e+02 9.6769399e-09 1.1390383e-05 -1.0931479e-06
 733 2.1007145e+03 3.2230265e+01 8.0651786e-02 -1.3168472e+02 9.6544625e-09 1.1407849e-05 -1.0872117e-06
 734 2.1088153e+03 3.1996140e+01 8.0756593e-02 -1.3215603e+02 9.6320636e-09 1.1424638e-05 -1.0811726e-06
 735 2.1169423e+03 3.1758973e+01 8.0862319e-02 -1.3259368e+02 9.6097381e-09 1.1440745e-05 -1.0750311e-06
 736 2.1251105e+03 3.1518836e+01 8.0968950e-02 -1.3299622e+02 9.5874892e-09 1.1456168e-05 -1.0687886e-06
 737 2.1332978e+03 3.1275729e+01 8.1076471e-02 -1.3336369e+02 9.5653141e-09 1.1470900e-05 -1.0624457e-06
 738 2.1415118e+03 3.1029873e+01 8.1184867e-02 -1.3369616e+02 9.5432158e-09 1.1484939e-05 -1.0560036e-06
 739 2.1497453e+03 3.0781342e+01 8.1294123e-02 -1.3399290e+02 9.5211895e-09 1.1498280e-05 -1.0494631e-06
 740 2.1579909e+03 3.0530281e+01 8.1404223e-02 -1.3425324e+02 9.4992392e-09 1.1510922e-05 -1.0428256e-06
 741 2.1662415e+03 3.0276838e+01 8.1515150e-02 -1.3447869e+02 9.4773623e-09 1.1522857e-05 -1.0360916e-06
 742 2.1744972e+03 3.0021085e+01 8.1626887e-02 -1.3466855e+02 9.4555562e-09 1.1534082e-05 -1.0292622e-06
 743 2.1827581e+03 2.9763168e+01 8.1739418e-02 -1.3482212e+02 9.4338249e-09 1.1544595e-05 -1.0223386e-06
 744 2.1910096e+03 2.9503235e+01 8.1852724e-02 -1.3493944e+02 9.4121658e-09 1.1554390e-05 -1.0153215e-06
 745 2.1992518e+03 2.9241431e+01 8.1966787e-02 -1.3502056e+02 9.3905785e-09 1.1563465e-05 -1.0082121e-06
 746 2.2074775e+03 2.8977828e+01 8.2081589e-02 -1.3506624e+02 9.3690627e-09 1.1571813e-05 -1.0010111e-06
 747 2.2156870e+03 2.8712572e+01 8.2197111e-02 -1.3507506e+02 9.3476178e-09 1.1579433e-05 -9.9371983e-07
 748 2.2238728e+03 2.8445734e+01 8.2313334e-02 -1.3504777e+02 9.3262436e-09 1.1586319e-05 -9.8633891e-07
 749 2.2320353e+03 2.8177460e+01 8.2430238e-02 -1.3498443e+02 9.3049397e-09 1.1592468e-05 -9.7886960e-07
 750 2.2401671e+03 2.7907896e+01 8.2547803e-02 -1.3488506e+02 9.2837056e-09 1.1597874e-05 -9.7131265e-07
 751 2.2482610e+03 2.7637113e+01 8.2666010e-02 -1.3474896e+02 9.2625409e-09 1.1602539e-05 -9.6366935e-07
 752 2.2563100e+03 2.7365252e+01 8.2784836e-02 -1.3457616e+02 9.2414454e-09 1.1606461e-05 -9.5594101e-07
 753 2.2643217e+03 2.7092382e+01 8.2904261e-02 -1.3436820e+02 9.2204188e-09 1.1609651e-05 -9.4812946e-07
 754 2.2722889e+03 2.6818645e+01 8.3024264e-02 -1.3412362e+02 9.1994607e-09 1.1612111e-05 -9.4023609e-07
 755 2.2802047e+03 2.6544256e+01 8.3144823e-02 -1.3384321e+02 9.1785731e-09 1.1613849e-05 -9.3226287e-07
 756 2.2880618e+03 2.6269283e+01 8.3265916e-02 -1.3352700e+02 9.1577513e-09 1.1614869e-05 -9.2421106e-07
 757 2.2958754e+03 2.5993943e+01 8.3387519e-02 -1.3317502e+02 9.1369971e-09 1.1615174e-05 -9.1608230e-07
 758 2.3036309e+03 2.5718227e+01 8.3509610e-02 -1.3278879e+02 9.1163125e-09 1.1614775e-05 -9.0787853e-07
 759 2.3113287e+03 2.5442426e+01 8.3632167e-02 -1.3236687e+02 9.0956929e-09 1.1613672e-05 -8.9960094e-07
 760 2.3189617e+03 2.5166607e+01 8.3755164e-02 -1.3191003e+02 9.0751421e-09 1.1611876e-05 -8.9125156e-07
 761 2.3265301e+03 2.4890911e+01 8.3878579e-02 -1.3141830e+02 9.0546547e-09 1.1609387e-05 -8.8283171e-07
 762 2.3340269e+03 2.4615405e+01 8.4002386e-02 -1.3089170e+02 9.0342366e-09 1.1606215e-05 -8.7434320e-07
 763 2.3414523e+03 2.4340229e+01 8.4126562e-02 -1.3033102e+02 9.0138824e-09 1.1602360e-05 -8.6578735e-07
 764 2.3487919e+03 2.4065451e+01 8.4251081e-02 -1.2973479e+02 8.9935958e-09 1.1597833e-05 -8.5716619e-07
 765 2.3560458e+03 2.3791285e+01 8.4375918e-02 -1.2910453e+02 8.9733746e-09 1.1592638e-05 -8.4848112e-07
 766 2.3632145e+03 2.3517798e+01 8.4501047e-02 -1.2843952e+02 8.9532163e-09 1.1586778e-05 -8.3973367e-07
 767 2.3702833e+03 2.3244982e+01 8.4626442e-02 -1.2773979e+02 8.9331248e-09 1.1580262e-05 -8.3092565e-07
 768 2.3772601e+03 2.2973126e+01 8.4752077e-02 -1.2700536e+02 8.9130978e-09 1.1573093e-05 -8.2205859e-07
 769 2.3841228e+03 2.2702371e+01 8.4877924e-02 -1.2623774e+02 8.8931327e-09 1.1565275e-05 -8.1313390e-07
 770 2.3908867e+03 2.2432783e+01 8.5003958e-02 -1.2543695e+02 8.8732336e-09 1.1556818e-05 -8.0415360e-07
 771 2.3975371e+03 2.2164501e+01 8.5130149e-02 -1.2460302e+02 8.8533981e-09 1.1547725e-05 -7.9511910e-07
 772 2.4040670e+03 2.1897742e+01 8.5256472e-02 -1.2373595e+02 8.8336258e-09 1.1538002e-05 -7.8603203e-07
 773 2.4104842e+03 2.1632570e+01 8.5382898e-02 -1.2283727e+02 8.8139165e-09 1.1527653e-05 -7.7689400e-07
 774 2.4167740e+03 2.1369127e+01 8.5509399e-02 -1.2190698e+02 8.7942698e-09 1.1516685e-05 -7.6770663e-07
 775 2.4229368e+03 2.1107551e+01 8.5635945e-02 -1.2094511e+02 8.7746855e-09 1.1505103e-05 -7.5847154e-07
 776 2.4289804e+03 2.0847984e+01 8.5762510e-02 -1.1995315e+02 8.7551632e-09 1.1492913e-05 -7.4919035e-07
 777 2.4348975e+03 2.0590491e+01 8.5889062e-02 -1.1893038e+02 8.7357027e-09 1.1480119e-05 -7.3986467e-07
 778 2.4406887e+03 2.0335212e+01 8.6015574e-02 -1.1787830e+02 8.7163037e-09 1.1466728e-05 -7.3049612e-07
 779 2.4463541e+03 2.0082213e+01 8.6142016e-02 -1.1679617e+02 8.6969659e-09 1.1452744e-05 -7.2108633e-07
 780 2.4518866e+03 1.9831708e+01 8.6268358e-02 -1.1568624e+02 8.6776910e-09 1.1438177e-05 -7.1163708e-07
 781 2.4572941e+03 1.9583689e+01 8.6394570e-02 -1.1454778e+02 8.6584747e-09 1.1423025e-05 -7.0214964e-07
 782 2.4625618e+03 1.9338295e+01 8.6520622e-02 -1.1338153e+02 8.6393186e-09 1.1407298e-05 -6.9262580e-07
 783 2.4676977e+03 1.9095667e+01 8.6646485e-02 -1.1218677e+02 8.6202226e-09 1.1391000e-05 -6.8306719e-07
 784 2.4726872e+03 1.8855870e+01 8.6772127e-02 -1.1096498e+02 8.6011883e-09 1.1374139e-05 -6.7347550e-07
 785 2.4775305e+03 1.8618970e+01 8.6897519e-02 -1.0971544e+02 8.5822114e-09 1.1356717e-05 -6.6385219e-07
 786 2.4822131e+03 1.8385106e+01 8.7022630e-02 -1.0843814e+02 8.5632956e-09 1.1338744e-05 -6.5419911e-07
 787 2.4867428e+03 1.8154345e+01 8.7147429e-02 -1.0713457e+02 8.5444366e-09 1.1320220e-05 -6.4451756e-07
 788 2.4911124e+03 1.7926826e+01 8.7271885e-02 -1.0580326e+02 8.5256361e-09 1.1301153e-05 -6.3480933e-07
 789 2.4953074e+03 1.7702690e+01 8.7395969e-02 -1.0444643e+02 8.5068949e-09 1.1281550e-05 -6.2507611e-07
 790 2.4993429e+03 1.7482002e+01 8.7519649e-02 -1.0306335e+02 8.4882106e-09 1.1261413e-05 -6.1531935e-07
 791 2.5032044e+03 1.7264976e+01 8.7642895e-02 -1.0165698e+02 8.4695860e-09 1.1240752e-05 -6.0554091e-07
 792 2.5068997e+03 1.7051752e+01 8.7765676e-02 -1.0022658e+02 8.4510187e-09 1.1219569e-05 -5.9574217e-07
 793 2.5104215e+03 1.6842470e+01 8.7887962e-02 -9.8773633e+01 8.4325065e-09 1.1197870e-05 -5.8592477e-07
 794 2.5137702e+03 1.6637197e+01 8.8009722e-02 -9.7298883e+01 8.4140530e-09 1.1175662e-05 -5.7609052e-07
 795 2.5169387e+03 1.6436146e+01 8.8130926e-02 -9.5803809e+01 8.3956560e-09 1.1152949e-05 -5.6624084e-07
 796 2.5199346e+03 1.6239309e+01 8.8251544e-02 -9.4287665e+01 8.3773131e-09 1.1129735e-05 -5.5637734e-07
 797 2.5227583e+03 1.6046752e+01 8.8371545e-02 -9.2751930e+01 8.3590281e-09 1.1106030e-05 -5.4650184e-07
 798 2.5254025e+03 1.5858541e+01 8.8490900e-02 -9.1196598e+01 8.3407987e-09 1.1081835e-05 -5.3661577e-07
 799 2.5278751e+03 1.5674742e+01 8.8609579e-02 -8.9622403e+01 8.3226246e-09 1.1057158e-05 -5.2672080e-07
 800 2.5301688e+03 1.5495421e+01 8.8727552e-02 -8.8028595e+01 8.3045054e-09 1.1032005e-05 -5.1681862e-07
 801 2.5322839e+03 1.5320570e+01 8.8844791e-02 -8.6417390e+01 8.2864410e-09 1.1006378e-05 -5.0691053e-07
 802 2.5342283e+03 1.5150176e+01 8.8961266e-02 -8.4788021e+01 8.2684310e-09 1.0980285e-05 -4.9699734e-07
 803 2.5359873e+03 1.4984526e+01 8.9076949e-02 -8.3141206e+01 8.2504753e-09 1.0953727e-05 -4.8707942e-07
 804 2.5375687e+03 1.4823532e+01 8.9191811e-02 -8.1478400e+01 8.2325736e-09 1.0926713e-05 -4.7715741e-07
 805 2.5389581e+03 1.4667481e+01 8.9305825e-02 -7.9798834e+01 8.2147257e-09 1.0899242e-05 -4.6723167e-07
 806 2.5401483e+03 1.4516361e+01 8.9418961e-02 -7.8104706e+01 8.1969315e-09 1.0871323e-05 -4.5730282e-07
 807 2.5411396e+03 1.4370309e+01 8.9531194e-02 -7.6394500e+01 8.1791907e-09 1.0842957e-05 -4.4737126e-07
 808 2.5419325e+03 1.4229462e+01 8.9642495e-02 -7.4671157e+01 8.1615030e-09 1.0814151e-05 -4.3743758e-07
 809 2.5425196e+03 1.4093883e+01 8.9752839e-02 -7.2933900e+01 8.1438684e-09 1.0784907e-05 -4.2750218e-07
 810 2.5429015e+03 1.3963635e+01 8.9862198e-02 -7.1183441e+01 8.1262864e-09 1.0755231e-05 -4.1756567e-07
 811 2.5430782e+03 1.3838781e+01 8.9970548e-02 -6.9421381e+01 8.1087590e-09 1.0725129e-05 -4.0762854e-07
 812 2.5430652e+03 1.3719235e+01 9.0077862e-02 -6.7648352e+01 8.0912819e-09 1.0694601e-05 -3.9769113e-07
 813 2.5428550e+03 1.3605136e+01 9.0184116e-02 -6.5865286e+01 8.0738570e-09 1.0663655e-05 -3.8775411e-07
 814 2.5424556e+03 1.3496473e+01 9.0289284e-02 -6.4073039e+01 8.0564839e-09 1.0632292e-05 -3.7781787e-07
 815 2.5418746e+03 1.3393234e+01 9.0393344e-02 -6.2272464e+01 8.0391645e-09 1.0600521e-05 -3.6788304e-07
 816 2.5411122e+03 1.3295558e+01 9.0496270e-02 -6.0464417e+01 8.0218946e-09 1.0568343e-05 -3.5795000e-07
 817 2.5401613e+03 1.3203435e+01 9.0598040e-02 -5.8649380e+01 8.0046778e-09 1.0535764e-05 -3.4801932e-07
 818 2.5390222e+03 1.3116928e+01 9.0698630e-02 -5.6827535e+01 7.9875102e-09 1.0502785e-05 -3.3809139e-07
 819 2.5376877e+03 1.3036027e+01 9.0798020e-02 -5.4999291e+01 7.9703953e-09 1.0469416e-05 -3.2816685e-07
 820 2.5361506e+03 1.2960945e+01 9.0896186e-02 -5.3165053e+01 7.9533282e-09 1.0435657e-05 -3.1824611e-07
 821 2.5344037e+03 1.2891599e+01 9.0993107e-02 -5.1325152e+01 7.9363143e-09 1.0401515e-05 -3.0832971e-07
 822 2.5324472e+03 1.2828126e+01 9.1088763e-02 -4.9479843e+01 7.9193486e-09 1.0366990e-05 -2.9841807e-07
 823 2.5302740e+03 1.2770517e+01 9.1183133e-02 -4.7629606e+01 7.9024348e-09 1.0332092e-05 -2.8851182e-07
 824 2.5278917e+03 1.2718837e+01 9.1276197e-02 -4.5775438e+01 7.8855689e-09 1.0296822e-05 -2.7861135e-07
 825 2.5253079e+03 1.2673077e+01 9.1367935e-02 -4.3918484e+01 7.8687544e-09 1.0261186e-05 -2.6871723e-07
 826 2.5225229e+03 1.2633302e+01 9.1458329e-02 -4.2059891e+01 7.8519892e-09 1.0225187e-05 -2.5882993e-07
 827 2.5195442e+03 1.2599429e+01 9.1547361e-02 -4.0200803e+01 7.8352712e-09 1.0188829e-05 -2.4894988e-07
 828 2.5163722e+03 1.2571523e+01 9.1635011e-02 -3.8342216e+01 7.8186040e-09 1.0152119e-05 -2.3907771e-07
 829 2.5130217e+03 1.2549575e+01 9.1721264e-02 -3.6485347e+01 7.8019855e-09 1.0115059e-05 -2.2921384e-07
 830 2.5094930e+03 1.2533653e+01 9.1806101e-02 -3.4631193e+01 7.7854154e-09 1.0077655e-05 -2.1935879e-07
 831 2.5057863e+03 1.2523672e+01 9.1889507e-02 -3.2780079e+01 7.7688935e-09 1.0039910e-05 -2.0951305e-07
 832 2.5018944e+03 1.2519700e+01 9.1971465e-02 -3.0932479e+01 7.7524178e-09 1.0001828e-05 -1.9967710e-07
 833 2.4978098e+03 1.2521803e+01 9.2051959e-02 -2.9088570e+01 7.7359918e-09 9.9634150e-06 -1.8985148e-07
 834 2.4935404e+03 1.2529973e+01 9.2130976e-02 -2.7248678e+01 7.7196133e-09 9.9246748e-06 -1.8003666e-07
 835 2.4890712e+03 1.2544203e+01 9.2208500e-02 -2.5413200e+01 7.7032823e-09 9.8856115e-06 -1.7023316e-07
 836 2.4843952e+03 1.2564559e+01 9.2284516e-02 -2.3582313e+01 7.6869984e-09 9.8462295e-06 -1.6044145e-07
 837 2.4795197e+03 1.2591035e+01 9.2359013e-02 -2.1756564e+01 7.6707614e-09 9.8065332e-06 -1.5066206e-07
 838 2.4744525e+03 1.2623625e+01 9.2431976e-02 -1.9936647e+01 7.6545712e-09 9.7665270e-06 -1.4089546e-07
 839 2.4691787e+03 1.2662245e+01 9.2503393e-02 -1.8123631e+01 7.6384275e-09 9.7262152e-06 -1.3114217e-07
 840 2.4637283e+03 1.2706892e+01 9.2573251e-02 -1.6318357e+01 7.6223301e-09 9.6856012e-06 -1.2140267e-07
 841 2.4580938e+03 1.2757483e+01 9.2641540e-02 -1.4521893e+01 7.6062806e-09 9.6446937e-06 -1.1167751e-07
 842 2.4522829e+03 1.2814013e+01 9.2708249e-02 -1.2735080e+01 7.5902752e-09 9.6034916e-06 -1.0196712e-07
 843 2.4462957e+03 1.2876402e+01 9.2773365e-02 -1.0958912e+01 7.5743154e-09 9.5620014e-06 -9.2272030e-08
 844 2.4401545e+03 1.2944570e+01 9.2836881e-02 -9.1943047e+00 7.5584011e-09 9.5202276e-06 -8.2592737e-08
 845 2.4338371e+03 1.3018586e+01 9.2898785e-02 -7.4417297e+00 7.5425320e-09 9.4781745e-06 -7.2929741e-08
 846 2.4273586e+03 1.3098444e+01 9.2959069e-02 -5.7018592e+00 7.5267097e-09 9.4358475e-06 -6.3283549e-08
 847 2.4207041e+03 1.3184214e+01 9.3017724e-02 -3.9751123e+00 7.5109305e-09 9.3932490e-06 -5.3654642e-08
 848 2.4138812e+03 1.3275817e+01 9.3074743e-02 -2.2620495e+00 7.4951958e-09 9.3503842e-06 -4.4043530e-08
 849 2.4068825e+03 1.3373323e+01 9.3130117e-02 -5.6318091e-01 7.4795072e-09 9.3072599e-06 -3.4450719e-08
 850 2.3997007e+03 1.3476728e+01 9.3183840e-02 1.1209673e+00 7.4638611e-09 9.2638760e-06 -2.4876689e-08
 851 2.3923506e+03 1.3586100e+01 9.3235905e-02 2.7898932e+00 7.4482589e-09 9.2202389e-06 -1.5322081e-08
 852 2.3848249e+03 1.3701215e+01 9.3286306e-02 4.4431456e+00 7.4327022e-09 9.1763538e-06 -5.7880565e-09
 853 2.3771309e+03 1.3822067e+01 9.3335038e-02 6.0802827e+00 7.4171874e-09 9.1322222e-06 3.7240978e-09
 854 2.3692686e+03 1.3948504e+01 9.3382096e-02 7.7008628e+00 7.4017179e-09 9.0878512e-06 1.3213092e-08
 855 2.3612604e+03 1.4080448e+01 9.3427476e-02 9.3044438e+00 7.3862890e-09 9.0432404e-06 2.2677632e-08
 856 2.3530912e+03 1.4217822e+01 9.3471173e-02 1.0890621e+01 7.3709059e-09 8.9983969e-06 3.2116430e-08
 857 2.3447834e+03 1.4360400e+01 9.3513185e-02 1.2458944e+01 7.3555641e-09 8.9533222e-06 4.1528191e-08
 858 2.3363369e+03 1.4508252e+01 9.3553510e-02 1.4008889e+01 7.3402669e-09 8.9080236e-06 5.0911638e-08
 859 2.3277516e+03 1.4661228e+01 9.3592144e-02 1.5539709e+01 7.3250124e-09 8.8625016e-06 6.0265466e-08
 860 2.3190275e+03 1.4819400e+01 9.3629088e-02 1.7050655e+01 7.3097987e-09 8.8167600e-06 6.9588380e-08
 861 2.3101721e+03 1.4982691e+01 9.3664339e-02 1.8540906e+01 7.2946291e-09 8.7708059e-06 7.8879114e-08
 862 2.3011777e+03 1.5151025e+01 9.3697898e-02 2.0009639e+01 7.2795018e-09 8.7246399e-06 8.8136354e-08
 863 2.2920592e+03 1.5324548e+01 9.3729764e-02 2.1456106e+01 7.2644148e-09 8.6782660e-06 9.7358805e-08
 864 2.2828090e+03 1.5503110e+01 9.3759940e-02 2.2879408e+01 7.2493715e-09 8.6316910e-06 1.0654521e-07
 865 2.2734272e+03 1.5686711e+01 9.3788427e-02 2.4278946e+01 7.2343700e-09 8.5849156e-06 1.1569425e-07
 866 2.2639284e+03 1.5875275e+01 9.3815227e-02 2.5654415e+01 7.2194101e-09 8.5379459e-06 1.2480465e-07
 867 2.2542978e+03 1.6068726e+01 9.3840342e-02 2.7005882e+01 7.2044899e-09 8.4907825e-06 1.3387508e-07
 868 2.2445426e+03 1.6266916e+01 9.3863777e-02 2.8333043e+01 7.1896127e-09 8.4434324e-06 1.4290430e-07
 869 2.2346702e+03 1.6469770e+01 9.3885535e-02 2.9635962e+01 7.1747767e-09 8.3958993e-06 1.5189101e-07
 870 2.2246731e+03 1.6677287e+01 9.3905621e-02 3.0914409e+01 7.1599817e-09 8.3481852e-06 1.6083390e-07
 871 2.2145586e+03 1.6889245e+01 9.3924042e-02 3.2168374e+01 7.1452276e-09 8.3002958e-06 1.6973170e-07
 872 2.2043341e+03 1.7105570e+01 9.3940802e-02 3.3397699e+01 7.1305141e-09 8.2522330e-06 1.7858310e-07
 873 2.1939918e+03 1.7326114e+01 9.3955908e-02 3.4601854e+01 7.1158412e-09 8.2040026e-06 1.8738683e-07
 874 2.1835467e+03 1.7550877e+01 9.3969369e-02 3.5780455e+01 7.1012087e-09 8.1556065e-06 1.9614156e-07
 875 2.1729985e+03 1.7779712e+01 9.3981191e-02 3.6932898e+01 7.0866164e-09 8.1070505e-06 2.0484606e-07
 876 2.1623546e+03 1.8012471e+01 9.3991385e-02 3.8058798e+01 7.0720641e-09 8.0583365e-06 2.1349898e-07
 877 2.1516149e+03 1.8249007e+01 9.3999958e-02 3.9157474e+01 7.0575518e-09 8.0094702e-06 2.2209908e-07
 878 2.1408014e+03 1.8489248e+01 9.4006921e-02 4.0228616e+01 7.0430792e-09 7.9604536e-06 2.3064502e-07
 879 2.1298992e+03 1.8733121e+01 9.4012285e-02 4.1271614e+01 7.0286463e-09 7.9112924e-06 2.3913555e-07
 880 2.1189230e+03 1.8980479e+01 9.4016060e-02 4.2286083e+01 7.0142545e-09 7.8619905e-06 2.4756941e-07
 881 2.1078651e+03 1.9231250e+01 9.4018260e-02 4.3271561e+01 6.9999003e-09 7.8125488e-06 2.5594520e-07
 882 2.0967404e+03 1.9485438e+01 9.4018895e-02 4.4227660e+01 6.9855852e-09 7.7629731e-06 2.6426169e-07
 883 2.0855411e+03 1.9742820e+01 9.4017980e-02 4.5153843e+01 6.9713092e-09 7.7132682e-06 2.7251763e-07
 884 2.0742671e+03 2.0003475e+01 9.4015528e-02 4.6049794e+01 6.9570720e-09 7.6634359e-06 2.8071165e-07
 885 2.0629258e+03 2.0267257e+01 9.4011554e-02 4.6914975e+01 6.9428751e-09 7.6134831e-06 2.8884258e-07
 886 2.0515168e+03 2.0534021e+01 9.4006071e-02 4.7749069e+01 6.9287151e-09 7.5634106e-06 2.9690902e-07
 887 2.0400400e+03 2.0803770e+01 9.3999097e-02 4.8551980e+01 6.9145934e-09 7.5132224e-06 3.0490967e-07
 888 2.0285101e+03 2.1076359e+01 9.3990646e-02 4.9323688e+01 6.9005117e-09 7.4629250e-06 3.1284335e-07
 889 2.0169120e+03 2.1351569e+01 9.3980737e-02 5.0064319e+01 6.8864663e-09 7.4125196e-06 3.2070867e-07
 890 2.0052678e+03 2.1629404e+01 9.3969384e-02 5.0773700e+01 6.8724589e-09 7.3620100e-06 3.2850433e-07
 891 1.9935700e+03 2.1909719e+01 9.3956608e-02 5.1451957e+01 6.8584908e-09 7.3114027e-06 3.3622916e-07
 892 1.9818256e+03 2.2192371e+01 9.3942425e-02 5.2098989e+01 6.8445587e-09 7.2606988e-06 3.4388175e-07
 893 1.9700345e+03 2.2477289e+01 9.3926854e-02 5.2714844e+01 6.8306657e-09 7.2099041e-06 3.5146089e-07
 894 1.9582114e+03 2.2764182e+01 9.3909915e-02 5.3299421e+01 6.8168075e-09 7.1590196e-06 3.5896517e-07
 895 1.9463411e+03 2.3053128e+01 9.3891627e-02 5.3852544e+01 6.8029890e-09 7.1080528e-06 3.6639346e-07
 896 1.9344458e+03 2.3343835e+01 9.3872011e-02 5.4374257e+01 6.7892057e-09 7.0570048e-06 3.7374435e-07
 897 1.9225177e+03 2.3636235e+01 9.3851087e-02 5.4864382e+01 6.7754609e-09 7.0058812e-06 3.8101663e-07
 898 1.9105642e+03 2.3930183e+01 9.3828876e-02 5.5322813e+01 6.7617512e-09 6.9546834e-06 3.8820887e-07
 899 1.8985923e+03 2.4225463e+01 9.3805399e-02 5.5749517e+01 6.7480796e-09 6.9034184e-06 3.9531998e-07
 900 1.8866019e+03 2.4522081e+01 9.3780680e-02 5.6144312e+01 6.7344444e-09 6.8520886e-06 4.0234857e-07
 901 1.8745927e+03 2.4819745e+01 9.3754738e-02 5.6507166e+01 6.7208437e-09 6.8006969e-06 4.0929351e-07
 902 1.8625792e+03 2.5118465e+01 9.3727599e-02 5.6838046e+01 6.7072808e-09 6.7492497e-06 4.1615470e-07
 903 1.8505611e+03 2.5418102e+01 9.3699283e-02 5.7136775e+01 6.6937538e-09 6.6977507e-06 4.2293210e-07
 904 1.8385381e+03 2.5718517e+01 9.3669815e-02 5.7403393e+01 6.6802612e-09 6.6462030e-06 4.2962563e-07
 905 1.8265171e+03 2.6019571e+01 9.3639218e-02 5.7637795e+01 6.6668058e-09 6.5946145e-06 4.3623549e-07
 906 1.8144980e+03 2.6321275e+01 9.3607516e-02 5.7839870e+01 6.6533862e-09 6.5429883e-06 4.4276160e-07
 907 1.8024951e+03 2.6623342e+01 9.3574734e-02 5.8009585e+01 6.6400020e-09 6.4913291e-06 4.4920397e-07
 908 1.7905007e+03 2.6925708e+01 9.3540895e-02 5.8147050e+01 6.6266533e-09 6.4396414e-06 4.5556261e-07
 909 1.7785218e+03 2.7228383e+01 9.3506025e-02 5.8252302e+01 6.6133382e-09 6.3879293e-06 4.6183748e-07
 910 1.7665581e+03 2.7531156e+01 9.3470148e-02 5.8325452e+01 6.6000600e-09 6.3361989e-06 4.6802870e-07
 911 1.7546167e+03 2.7833887e+01 9.3433290e-02 5.8366606e+01 6.5868168e-09 6.2844541e-06 4.7413622e-07
 912 1.7427046e+03 2.8136515e+01 9.3395476e-02 5.8375873e+01 6.5736086e-09 6.2326996e-06 4.8016007e-07
 913 1.7308216e+03 2.8438976e+01 9.3356732e-02 5.8353358e+01 6.5604353e-09 6.1809401e-06 4.8610024e-07
 914 1.7189671e+03 2.8741057e+01 9.3317084e-02 5.8299091e+01 6.5472967e-09 6.1291803e-06 4.9195676e-07
 915 1.7071409e+03 2.9042696e+01 9.3276557e-02 5.8213251e+01 6.5341927e-09 6.0774248e-06 4.9772964e-07
 916 1.6953575e+03 2.9343829e+01 9.3235177e-02 5.8096014e+01 6.5211233e-09 6.0256782e-06 5.0341888e-07
 917 1.6836090e+03 2.9644172e+01 9.3192972e-02 5.7947407e+01 6.5080882e-09 5.9739453e-06 5.0902449e-07
 918 1.6718952e+03 2.9943734e+01 9.3149967e-02 5.7767751e+01 6.4950874e-09 5.9222308e-06 5.1454650e-07
 919 1.6602305e+03 3.0242306e+01 9.3106190e-02 5.7557072e+01 6.4821208e-09 5.8705393e-06 5.1998491e-07
 920 1.6486146e+03 3.0539823e+01 9.3061666e-02 5.7315541e+01 6.4691883e-09 5.8188754e-06 5.2533974e-07
 921 1.6370397e+03 3.0836076e+01 9.3016423e-02 5.7043329e+01 6.4562897e-09 5.7672439e-06 5.3061099e-07
 922 1.6255203e+03 3.1131001e+01 9.2970487e-02 5.6740826e+01 6.4434250e-09 5.7156494e-06 5.3579867e-07
 923 1.6140635e+03 3.1424535e+01 9.2923886e-02 5.6408275e+01 6.4305940e-09 5.6640966e-06 5.4090281e-07
 924 1.6026541e+03 3.1716543e+01 9.2876647e-02 5.6046066e+01 6.4177981e-09 5.6125909e-06 5.4592348e-07
 925 1.5913140e+03 3.2006812e+01 9.2828796e-02 5.5654513e+01 6.4050342e-09 5.5611355e-06 5.5086055e-07
 926 1.5800354e+03 3.2295355e+01 9.2780362e-02 5.5234076e+01 6.3923037e-09 5.5097358e-06 5.5571411e-07
 927 1.5688255e+03 3.2581961e+01 9.2731371e-02 5.4784993e+01 6.3796064e-09 5.4583965e-06 5.6048416e-07
 928 1.5576912e+03 3.2866642e+01 9.2681851e-02 5.4307648e+01 6.3669424e-09 5.4071222e-06 5.6517072e-07
 929 1.5466324e+03 3.3149186e+01 9.2631830e-02 5.3802350e+01 6.3543129e-09 5.3559190e-06 5.6977394e-07
 930 1.5356486e+03 3.3429458e+01 9.2581334e-02 5.3269333e+01 6.3417148e-09 5.3047889e-06 5.7429356e-07
 931 1.5247396e+03 3.3707394e+01 9.2530391e-02 5.2708902e+01 6.3291495e-09 5.2537378e-06 5.7872973e-07
 932 1.5139197e+03 3.3982858e+01 9.2479029e-02 5.2121290e+01 6.3166184e-09 5.2027711e-06 5.8308251e-07
 933 1.5031814e+03 3.4255788e+01 9.2427276e-02 5.1506874e+01 6.3041185e-09 5.1518922e-06 5.8735180e-07
 934 1.4925316e+03 3.4525899e+01 9.2375158e-02 5.0865809e+01 6.2916510e-09 5.1011063e-06 5.9153767e-07
 935 1.4819701e+03 3.4793202e+01 9.2322704e-02 5.0198470e+01 6.2792174e-09 5.0504194e-06 5.9564027e-07
 936 1.4714965e+03 3.5057487e+01 9.2269941e-02 4.9505159e+01 6.2668146e-09 4.9998338e-06 5.9965933e-07
 937 1.4611180e+03 3.5318765e+01 9.2216896e-02 4.8786322e+01 6.2544454e-09 4.9493558e-06 6.0359508e-07
 938 1.4508342e+03 3.5576900e+01 9.2163598e-02 4.8042259e+01 6.2421067e-09 4.8989890e-06 6.0744739e-07
 939 1.4406523e+03 3.5831755e+01 9.2110073e-02 4.7273414e+01 6.2298015e-09 4.8487397e-06 6.1121648e-07
